data_curva,dias_uteis,taxa_252
05/12/2025,1214.0,13.26
05/12/2025,1257.0,13.28
05/12/2025,1305.0,13.31
05/12/2025,1335.0,13.32
05/12/2025,1349.0,13.32
05/12/2025,1396.0,13.33
05/12/2025,1440.0,13.35
05/12/2025,1442.0,13.35
05/12/2025,1489.0,13.37
05/12/2025,1533.0,13.38
05/12/2025,1578.0,13.39
05/12/2025,1622.0,13.41
05/12/2025,1669.0,13.43
05/12/2025,1714.0,13.44
05/12/2025,1748.0,13.44
05/12/2025,1761.0,13.44
05/12/2025,1802.0,13.46
05/12/2025,1809.0,13.46
05/12/2025,1839.0,13.47
05/12/2025,1854.0,13.47
05/12/2025,1900.0,13.49
05/12/2025,1930.0,13.49
05/12/2025,1987.0,13.51
05/12/2025,2005.0,13.51
05/12/2025,2021.0,13.52
05/12/2025,2079.0,13.53
05/12/2025,2096.0,13.53
05/12/2025,2112.0,13.54
05/12/2025,2160.0,13.55
05/12/2025,2173.0,13.55
05/12/2025,2219.0,13.56
05/12/2025,2264.0,13.56
05/12/2025,2355.0,13.57
05/12/2025,2446.0,13.57
05/12/2025,2520.0,13.58
05/12/2025,2538.0,13.58
05/12/2025,2586.0,13.58
05/12/2025,2629.0,13.58
05/12/2025,2719.0,13.58
05/12/2025,2810.0,13.57
05/12/2025,2880.0,13.57
05/12/2025,2903.0,13.57
05/12/2025,2950.0,13.57
05/12/2025,2994.0,13.57
05/12/2025,3083.0,13.57
05/12/2025,3175.0,13.57
05/12/2025,3240.0,13.57
05/12/2025,3268.0,13.57
05/12/2025,3315.0,13.57
05/12/2025,3359.0,13.57
05/12/2025,3448.0,13.56
05/12/2025,3540.0,13.55
05/12/2025,3601.0,13.54
05/12/2025,3633.0,13.54
05/12/2025,3680.0,13.54
05/12/2025,3724.0,13.54
05/12/2025,3814.0,13.53
05/12/2025,3906.0,13.53
05/12/2025,3960.0,13.53
05/12/2025,4000.0,13.53
05/12/2025,4046.0,13.53
05/12/2025,4093.0,13.52
05/12/2025,4179.0,13.51
05/12/2025,4273.0,13.49
05/12/2025,4322.0,13.48
05/12/2025,4364.0,13.48
05/12/2025,4413.0,13.47
05/12/2025,4455.0,13.46
05/12/2025,4546.0,13.45
05/12/2025,4637.0,13.44
05/12/2025,4680.0,13.43
05/12/2025,4729.0,13.43
05/12/2025,4777.0,13.42
05/12/2025,4820.0,13.42
05/12/2025,4910.0,13.41
05/12/2025,5001.0,13.4
05/12/2025,5040.0,13.4
05/12/2025,5094.0,13.4
05/12/2025,5141.0,13.4
05/12/2025,5185.0,13.39
05/12/2025,5275.0,13.39
05/12/2025,5367.0,13.38
05/12/2025,5400.0,13.38
05/12/2025,5460.0,13.38
05/12/2025,5551.0,13.37
05/12/2025,5582.0,13.37
05/12/2025,5640.0,13.37
05/12/2025,5732.0,13.36
05/12/2025,5827.0,13.36
05/12/2025,5920.0,13.35
05/12/2025,6005.0,13.35
05/12/2025,6097.0,13.34
05/12/2025,6191.0,13.34
05/12/2025,6282.0,13.34
05/12/2025,6370.0,13.33
05/12/2025,6464.0,13.33
05/12/2025,6555.0,13.33
05/12/2025,6646.0,13.32
05/12/2025,6737.0,13.32
05/12/2025,6828.0,13.31
05/12/2025,6921.0,13.31
05/12/2025,7012.0,13.31
05/12/2025,7101.0,13.31
05/12/2025,7193.0,13.3
05/12/2025,7200.0,13.3
05/12/2025,7377.0,13.3
05/12/2025,7558.0,13.29
05/12/2025,7742.0,13.29
05/12/2025,7923.0,13.28
05/12/2025,8111.0,13.28
05/12/2025,8291.0,13.27
05/12/2025,8473.0,13.27
05/12/2025,8655.0,13.26
05/12/2025,8838.0,13.26
05/12/2025,9000.0,13.26
05/12/2025,9019.0,13.26
05/12/2025,10755.0,13.23
05/12/2025,10800.0,13.22
05/12/2025,12673.0,13.2
06/10/2025,1.0,14.9
06/10/2025,7.0,14.91
06/10/2025,9.0,14.91
06/10/2025,10.0,14.91
06/10/2025,11.0,14.91
06/10/2025,14.0,14.91
06/10/2025,21.0,14.91
06/10/2025,23.0,14.91
06/10/2025,24.0,14.91
06/10/2025,25.0,14.91
06/10/2025,28.0,14.91
06/10/2025,30.0,14.91
06/10/2025,37.0,14.9
06/10/2025,42.0,14.9
06/10/2025,43.0,14.9
06/10/2025,44.0,14.9
06/10/2025,46.0,14.9
06/10/2025,51.0,14.9
06/10/2025,52.0,14.9
06/10/2025,53.0,14.9
06/10/2025,56.0,14.9
06/10/2025,60.0,14.9
06/10/2025,67.0,14.9
06/10/2025,70.0,14.9
06/10/2025,71.0,14.9
06/10/2025,72.0,14.9
06/10/2025,73.0,14.9
06/10/2025,74.0,14.9
06/10/2025,78.0,14.9
06/10/2025,81.0,14.9
06/10/2025,84.0,14.9
06/10/2025,85.0,14.9
06/10/2025,88.0,14.9
06/10/2025,91.0,14.9
06/10/2025,100.0,14.9
06/10/2025,101.0,14.9
06/10/2025,105.0,14.9
06/10/2025,107.0,14.9
06/10/2025,108.0,14.89
06/10/2025,116.0,14.89
06/10/2025,119.0,14.89
06/10/2025,120.0,14.89
06/10/2025,135.0,14.88
06/10/2025,136.0,14.88
06/10/2025,142.0,14.88
06/10/2025,143.0,14.88
06/10/2025,144.0,14.87
06/10/2025,147.0,14.87
06/10/2025,150.0,14.87
06/10/2025,161.0,14.86
06/10/2025,163.0,14.85
06/10/2025,164.0,14.85
06/10/2025,165.0,14.85
06/10/2025,168.0,14.85
06/10/2025,176.0,14.84
06/10/2025,177.0,14.84
06/10/2025,182.0,14.84
06/10/2025,191.0,14.82
06/10/2025,192.0,14.82
06/10/2025,206.0,14.8
06/10/2025,210.0,14.8
06/10/2025,219.0,14.77
06/10/2025,221.0,14.76
06/10/2025,227.0,14.75
06/10/2025,235.0,14.72
06/10/2025,238.0,14.72
06/10/2025,240.0,14.71
06/10/2025,254.0,14.67
06/10/2025,256.0,14.67
06/10/2025,266.0,14.64
06/10/2025,267.0,14.64
06/10/2025,268.0,14.64
06/10/2025,270.0,14.63
06/10/2025,282.0,14.59
06/10/2025,290.0,14.57
06/10/2025,297.0,14.55
06/10/2025,298.0,14.55
06/10/2025,301.0,14.55
06/10/2025,310.0,14.51
06/10/2025,315.0,14.5
06/10/2025,326.0,14.46
06/10/2025,329.0,14.45
06/10/2025,330.0,14.45
06/10/2025,344.0,14.4
06/10/2025,345.0,14.4
06/10/2025,351.0,14.38
06/10/2025,359.0,14.35
06/10/2025,360.0,14.35
06/10/2025,373.0,14.31
06/10/2025,389.0,14.25
06/10/2025,393.0,14.25
06/10/2025,406.0,14.21
06/10/2025,408.0,14.2
06/10/2025,409.0,14.2
06/10/2025,420.0,14.18
06/10/2025,421.0,14.17
06/10/2025,436.0,14.13
06/10/2025,438.0,14.12
06/10/2025,450.0,14.09
06/10/2025,455.0,14.08
06/10/2025,466.0,14.05
06/10/2025,480.0,14.02
06/10/2025,497.0,13.99
06/10/2025,499.0,13.98
06/10/2025,508.0,13.96
06/10/2025,511.0,13.96
06/10/2025,540.0,13.9
06/10/2025,541.0,13.9
06/10/2025,542.0,13.89
06/10/2025,555.0,13.86
06/10/2025,570.0,13.83
06/10/2025,588.0,13.8
06/10/2025,602.0,13.77
06/10/2025,618.0,13.74
06/10/2025,630.0,13.72
06/10/2025,633.0,13.71
06/10/2025,660.0,13.67
06/10/2025,665.0,13.66
06/10/2025,679.0,13.65
06/10/2025,681.0,13.64
06/10/2025,690.0,13.63
06/10/2025,709.0,13.61
06/10/2025,716.0,13.6
06/10/2025,721.0,13.6
06/10/2025,725.0,13.59
06/10/2025,737.0,13.58
06/10/2025,750.0,13.56
06/10/2025,771.0,13.53
06/10/2025,780.0,13.52
06/10/2025,800.0,13.49
06/10/2025,812.0,13.48
06/10/2025,819.0,13.47
06/10/2025,840.0,13.45
06/10/2025,862.0,13.44
06/10/2025,870.0,13.43
06/10/2025,891.0,13.42
06/10/2025,900.0,13.41
06/10/2025,910.0,13.4
06/10/2025,931.0,13.4
06/10/2025,952.0,13.39
06/10/2025,960.0,13.39
06/10/2025,990.0,13.38
06/10/2025,1001.0,13.38
06/10/2025,1022.0,13.38
06/10/2025,1044.0,13.38
06/10/2025,1050.0,13.38
06/10/2025,1080.0,13.38
06/10/2025,1092.0,13.38
06/10/2025,1110.0,13.38
06/10/2025,1137.0,13.37
06/10/2025,1142.0,13.37
06/10/2025,1170.0,13.37
06/10/2025,1184.0,13.37
06/10/2025,1200.0,13.37
06/10/2025,1228.0,13.37
06/10/2025,1274.0,13.38
06/10/2025,1317.0,13.4
06/10/2025,1365.0,13.43
06/10/2025,1395.0,13.43
06/10/2025,1409.0,13.43
06/10/2025,1442.0,13.44
06/10/2025,1456.0,13.44
06/10/2025,1502.0,13.46
06/10/2025,1549.0,13.47
06/10/2025,1593.0,13.48
06/10/2025,1638.0,13.49
06/10/2025,1682.0,13.5
06/10/2025,1729.0,13.52
06/10/2025,1774.0,13.53
06/10/2025,1800.0,13.53
06/10/2025,1808.0,13.53
06/10/2025,1821.0,13.53
06/10/2025,1869.0,13.55
06/10/2025,1899.0,13.56
06/10/2025,1914.0,13.57
06/10/2025,1960.0,13.58
06/10/2025,1990.0,13.59
06/10/2025,2047.0,13.6
06/10/2025,2139.0,13.62
06/10/2025,2160.0,13.63
06/10/2025,2233.0,13.64
06/10/2025,2279.0,13.65
06/10/2025,2324.0,13.66
06/10/2025,2415.0,13.66
06/10/2025,2506.0,13.67
06/10/2025,2520.0,13.67
06/10/2025,2598.0,13.67
06/10/2025,2646.0,13.68
06/10/2025,2689.0,13.67
06/10/2025,2779.0,13.67
06/10/2025,2870.0,13.67
06/10/2025,2880.0,13.67
06/10/2025,2963.0,13.67
06/10/2025,3010.0,13.67
06/10/2025,3054.0,13.67
06/10/2025,3143.0,13.67
06/10/2025,3235.0,13.67
06/10/2025,3241.0,13.67
06/10/2025,3328.0,13.67
06/10/2025,3375.0,13.67
06/10/2025,3419.0,13.67
06/10/2025,3508.0,13.66
06/10/2025,3600.0,13.65
06/10/2025,3693.0,13.64
06/10/2025,3740.0,13.63
06/10/2025,3784.0,13.63
06/10/2025,3874.0,13.62
06/10/2025,3962.0,13.61
06/10/2025,3966.0,13.61
06/10/2025,4060.0,13.6
06/10/2025,4106.0,13.6
06/10/2025,4153.0,13.59
06/10/2025,4239.0,13.57
06/10/2025,4320.0,13.55
06/10/2025,4333.0,13.55
06/10/2025,4424.0,13.54
06/10/2025,4473.0,13.53
06/10/2025,4515.0,13.52
06/10/2025,4606.0,13.52
06/10/2025,4680.0,13.51
06/10/2025,4697.0,13.51
06/10/2025,4789.0,13.5
06/10/2025,4837.0,13.5
06/10/2025,4880.0,13.5
06/10/2025,4970.0,13.49
06/10/2025,5040.0,13.49
06/10/2025,5061.0,13.49
06/10/2025,5154.0,13.49
06/10/2025,5201.0,13.49
06/10/2025,5245.0,13.49
06/10/2025,5335.0,13.49
06/10/2025,5400.0,13.48
06/10/2025,5427.0,13.48
06/10/2025,5520.0,13.48
06/10/2025,5580.0,13.48
06/10/2025,5611.0,13.48
06/10/2025,5700.0,13.48
06/10/2025,5792.0,13.48
06/10/2025,5887.0,13.47
06/10/2025,5980.0,13.47
06/10/2025,6065.0,13.47
06/10/2025,6157.0,13.47
06/10/2025,6251.0,13.47
06/10/2025,6342.0,13.46
06/10/2025,6430.0,13.46
06/10/2025,6524.0,13.46
06/10/2025,6615.0,13.46
06/10/2025,6706.0,13.46
06/10/2025,6797.0,13.46
06/10/2025,6888.0,13.46
06/10/2025,6981.0,13.45
06/10/2025,7072.0,13.45
06/10/2025,7161.0,13.45
06/10/2025,7200.0,13.45
06/10/2025,7253.0,13.45
06/10/2025,7437.0,13.45
06/10/2025,7618.0,13.45
06/10/2025,7802.0,13.44
06/10/2025,7983.0,13.44
06/10/2025,8171.0,13.44
06/10/2025,8351.0,13.44
06/10/2025,8533.0,13.44
06/10/2025,8715.0,13.44
06/10/2025,8898.0,13.43
06/10/2025,9002.0,13.43
06/10/2025,9079.0,13.43
06/10/2025,10801.0,13.42
06/10/2025,10815.0,13.42
06/10/2025,12733.0,13.41
06/11/2025,1.0,14.9
06/11/2025,6.0,14.9
06/11/2025,7.0,14.9
06/11/2025,11.0,14.9
06/11/2025,12.0,14.9
06/11/2025,13.0,14.9
06/11/2025,15.0,14.9
06/11/2025,20.0,14.9
06/11/2025,21.0,14.9
06/11/2025,22.0,14.9
06/11/2025,25.0,14.9
06/11/2025,32.0,14.9
06/11/2025,36.0,14.9
06/11/2025,39.0,14.9
06/11/2025,40.0,14.9
06/11/2025,41.0,14.9
06/11/2025,42.0,14.9
06/11/2025,43.0,14.9
06/11/2025,47.0,14.9
06/11/2025,50.0,14.9
06/11/2025,53.0,14.9
06/11/2025,54.0,14.9
06/11/2025,57.0,14.9
06/11/2025,60.0,14.9
06/11/2025,69.0,14.89
06/11/2025,70.0,14.89
06/11/2025,71.0,14.89
06/11/2025,74.0,14.89
06/11/2025,75.0,14.89
06/11/2025,76.0,14.89
06/11/2025,77.0,14.89
06/11/2025,83.0,14.89
06/11/2025,85.0,14.89
06/11/2025,88.0,14.89
06/11/2025,90.0,14.89
06/11/2025,104.0,14.88
06/11/2025,105.0,14.88
06/11/2025,106.0,14.88
06/11/2025,111.0,14.87
06/11/2025,112.0,14.87
06/11/2025,113.0,14.87
06/11/2025,116.0,14.87
06/11/2025,120.0,14.86
06/11/2025,130.0,14.84
06/11/2025,131.0,14.84
06/11/2025,132.0,14.84
06/11/2025,133.0,14.84
06/11/2025,134.0,14.84
06/11/2025,137.0,14.83
06/11/2025,145.0,14.82
06/11/2025,146.0,14.82
06/11/2025,151.0,14.81
06/11/2025,160.0,14.79
06/11/2025,161.0,14.79
06/11/2025,175.0,14.76
06/11/2025,179.0,14.76
06/11/2025,180.0,14.76
06/11/2025,188.0,14.72
06/11/2025,190.0,14.71
06/11/2025,196.0,14.69
06/11/2025,204.0,14.66
06/11/2025,207.0,14.66
06/11/2025,211.0,14.64
06/11/2025,223.0,14.6
06/11/2025,224.0,14.59
06/11/2025,225.0,14.59
06/11/2025,235.0,14.56
06/11/2025,236.0,14.56
06/11/2025,237.0,14.55
06/11/2025,242.0,14.54
06/11/2025,251.0,14.5
06/11/2025,259.0,14.47
06/11/2025,266.0,14.44
06/11/2025,267.0,14.44
06/11/2025,270.0,14.43
06/11/2025,279.0,14.39
06/11/2025,284.0,14.38
06/11/2025,295.0,14.33
06/11/2025,298.0,14.32
06/11/2025,299.0,14.32
06/11/2025,300.0,14.31
06/11/2025,313.0,14.27
06/11/2025,314.0,14.26
06/11/2025,320.0,14.24
06/11/2025,328.0,14.2
06/11/2025,329.0,14.2
06/11/2025,330.0,14.19
06/11/2025,342.0,14.15
06/11/2025,344.0,14.14
06/11/2025,358.0,14.09
06/11/2025,362.0,14.09
06/11/2025,375.0,14.04
06/11/2025,377.0,14.03
06/11/2025,378.0,14.02
06/11/2025,389.0,13.99
06/11/2025,390.0,13.99
06/11/2025,405.0,13.93
06/11/2025,407.0,13.92
06/11/2025,419.0,13.89
06/11/2025,420.0,13.88
06/11/2025,424.0,13.88
06/11/2025,435.0,13.84
06/11/2025,449.0,13.8
06/11/2025,452.0,13.79
06/11/2025,466.0,13.76
06/11/2025,467.0,13.76
06/11/2025,468.0,13.75
06/11/2025,477.0,13.73
06/11/2025,480.0,13.72
06/11/2025,494.0,13.69
06/11/2025,510.0,13.65
06/11/2025,511.0,13.65
06/11/2025,524.0,13.61
06/11/2025,540.0,13.57
06/11/2025,557.0,13.53
06/11/2025,571.0,13.5
06/11/2025,587.0,13.46
06/11/2025,600.0,13.44
06/11/2025,602.0,13.43
06/11/2025,630.0,13.38
06/11/2025,634.0,13.37
06/11/2025,648.0,13.35
06/11/2025,650.0,13.34
06/11/2025,662.0,13.32
06/11/2025,678.0,13.3
06/11/2025,685.0,13.28
06/11/2025,690.0,13.28
06/11/2025,694.0,13.27
06/11/2025,706.0,13.25
06/11/2025,720.0,13.23
06/11/2025,740.0,13.21
06/11/2025,750.0,13.19
06/11/2025,769.0,13.17
06/11/2025,781.0,13.16
06/11/2025,788.0,13.15
06/11/2025,810.0,13.13
06/11/2025,831.0,13.12
06/11/2025,840.0,13.11
06/11/2025,860.0,13.1
06/11/2025,872.0,13.09
06/11/2025,879.0,13.09
06/11/2025,900.0,13.09
06/11/2025,921.0,13.08
06/11/2025,930.0,13.08
06/11/2025,938.0,13.08
06/11/2025,958.0,13.07
06/11/2025,960.0,13.07
06/11/2025,970.0,13.07
06/11/2025,991.0,13.07
06/11/2025,1013.0,13.08
06/11/2025,1020.0,13.08
06/11/2025,1030.0,13.08
06/11/2025,1049.0,13.08
06/11/2025,1050.0,13.08
06/11/2025,1061.0,13.08
06/11/2025,1082.0,13.09
06/11/2025,1106.0,13.09
06/11/2025,1111.0,13.09
06/11/2025,1140.0,13.09
06/11/2025,1153.0,13.09
06/11/2025,1170.0,13.1
06/11/2025,1197.0,13.11
06/11/2025,1201.0,13.11
06/11/2025,1243.0,13.13
06/11/2025,1286.0,13.15
06/11/2025,1334.0,13.18
06/11/2025,1364.0,13.19
06/11/2025,1378.0,13.2
06/11/2025,1425.0,13.21
06/11/2025,1440.0,13.22
06/11/2025,1471.0,13.23
06/11/2025,1518.0,13.25
06/11/2025,1562.0,13.27
06/11/2025,1607.0,13.28
06/11/2025,1651.0,13.31
06/11/2025,1698.0,13.33
06/11/2025,1743.0,13.35
06/11/2025,1777.0,13.36
06/11/2025,1790.0,13.36
06/11/2025,1800.0,13.36
06/11/2025,1838.0,13.38
06/11/2025,1868.0,13.39
06/11/2025,1883.0,13.4
06/11/2025,1929.0,13.42
06/11/2025,1959.0,13.43
06/11/2025,2016.0,13.45
06/11/2025,2034.0,13.45
06/11/2025,2050.0,13.46
06/11/2025,2108.0,13.48
06/11/2025,2125.0,13.48
06/11/2025,2141.0,13.49
06/11/2025,2160.0,13.5
06/11/2025,2202.0,13.51
06/11/2025,2248.0,13.52
06/11/2025,2293.0,13.53
06/11/2025,2384.0,13.54
06/11/2025,2475.0,13.56
06/11/2025,2520.0,13.57
06/11/2025,2567.0,13.57
06/11/2025,2615.0,13.58
06/11/2025,2658.0,13.58
06/11/2025,2748.0,13.59
06/11/2025,2839.0,13.59
06/11/2025,2881.0,13.6
06/11/2025,2932.0,13.6
06/11/2025,2979.0,13.6
06/11/2025,3023.0,13.6
06/11/2025,3112.0,13.61
06/11/2025,3204.0,13.61
06/11/2025,3240.0,13.62
06/11/2025,3297.0,13.62
06/11/2025,3344.0,13.62
06/11/2025,3388.0,13.62
06/11/2025,3477.0,13.61
06/11/2025,3569.0,13.6
06/11/2025,3602.0,13.6
06/11/2025,3662.0,13.59
06/11/2025,3709.0,13.59
06/11/2025,3753.0,13.59
06/11/2025,3843.0,13.59
06/11/2025,3935.0,13.59
06/11/2025,3960.0,13.59
06/11/2025,4029.0,13.58
06/11/2025,4075.0,13.58
06/11/2025,4122.0,13.58
06/11/2025,4208.0,13.56
06/11/2025,4302.0,13.55
06/11/2025,4320.0,13.54
06/11/2025,4393.0,13.53
06/11/2025,4442.0,13.53
06/11/2025,4484.0,13.52
06/11/2025,4575.0,13.51
06/11/2025,4666.0,13.5
06/11/2025,4680.0,13.5
06/11/2025,4758.0,13.49
06/11/2025,4806.0,13.48
06/11/2025,4849.0,13.48
06/11/2025,4939.0,13.48
06/11/2025,5030.0,13.47
06/11/2025,5040.0,13.47
06/11/2025,5123.0,13.47
06/11/2025,5170.0,13.47
06/11/2025,5214.0,13.47
06/11/2025,5304.0,13.47
06/11/2025,5396.0,13.46
06/11/2025,5401.0,13.46
06/11/2025,5489.0,13.46
06/11/2025,5580.0,13.46
06/11/2025,5669.0,13.45
06/11/2025,5761.0,13.45
06/11/2025,5856.0,13.45
06/11/2025,5949.0,13.45
06/11/2025,6034.0,13.45
06/11/2025,6126.0,13.44
06/11/2025,6220.0,13.44
06/11/2025,6311.0,13.44
06/11/2025,6399.0,13.44
06/11/2025,6493.0,13.43
06/11/2025,6584.0,13.43
06/11/2025,6675.0,13.43
06/11/2025,6766.0,13.43
06/11/2025,6857.0,13.43
06/11/2025,6950.0,13.43
06/11/2025,7041.0,13.42
06/11/2025,7130.0,13.42
06/11/2025,7200.0,13.42
06/11/2025,7222.0,13.42
06/11/2025,7406.0,13.42
06/11/2025,7587.0,13.42
06/11/2025,7771.0,13.41
06/11/2025,7952.0,13.41
06/11/2025,8140.0,13.41
06/11/2025,8320.0,13.4
06/11/2025,8502.0,13.4
06/11/2025,8684.0,13.4
06/11/2025,8867.0,13.4
06/11/2025,9000.0,13.4
06/11/2025,9048.0,13.4
06/11/2025,10784.0,13.38
06/11/2025,10800.0,13.38
06/11/2025,12702.0,13.37
07/10/2025,1.0,14.9
07/10/2025,6.0,14.91
07/10/2025,7.0,14.91
07/10/2025,8.0,14.91
07/10/2025,9.0,14.91
07/10/2025,10.0,14.91
07/10/2025,14.0,14.91
07/10/2025,21.0,14.91
07/10/2025,22.0,14.91
07/10/2025,23.0,14.91
07/10/2025,24.0,14.91
07/10/2025,27.0,14.91
07/10/2025,30.0,14.91
07/10/2025,36.0,14.9
07/10/2025,41.0,14.9
07/10/2025,42.0,14.9
07/10/2025,43.0,14.9
07/10/2025,45.0,14.9
07/10/2025,50.0,14.9
07/10/2025,51.0,14.9
07/10/2025,52.0,14.9
07/10/2025,55.0,14.9
07/10/2025,62.0,14.9
07/10/2025,66.0,14.9
07/10/2025,69.0,14.9
07/10/2025,70.0,14.9
07/10/2025,71.0,14.9
07/10/2025,72.0,14.9
07/10/2025,73.0,14.9
07/10/2025,77.0,14.9
07/10/2025,80.0,14.9
07/10/2025,83.0,14.9
07/10/2025,84.0,14.9
07/10/2025,87.0,14.9
07/10/2025,90.0,14.9
07/10/2025,99.0,14.9
07/10/2025,100.0,14.9
07/10/2025,104.0,14.9
07/10/2025,106.0,14.9
07/10/2025,107.0,14.89
07/10/2025,115.0,14.89
07/10/2025,118.0,14.89
07/10/2025,120.0,14.89
07/10/2025,134.0,14.88
07/10/2025,135.0,14.88
07/10/2025,141.0,14.88
07/10/2025,142.0,14.88
07/10/2025,143.0,14.88
07/10/2025,146.0,14.88
07/10/2025,150.0,14.87
07/10/2025,160.0,14.86
07/10/2025,162.0,14.86
07/10/2025,163.0,14.86
07/10/2025,164.0,14.86
07/10/2025,167.0,14.86
07/10/2025,175.0,14.85
07/10/2025,176.0,14.85
07/10/2025,181.0,14.84
07/10/2025,190.0,14.83
07/10/2025,191.0,14.83
07/10/2025,205.0,14.82
07/10/2025,209.0,14.82
07/10/2025,210.0,14.81
07/10/2025,218.0,14.79
07/10/2025,220.0,14.78
07/10/2025,226.0,14.76
07/10/2025,234.0,14.74
07/10/2025,237.0,14.74
07/10/2025,241.0,14.73
07/10/2025,253.0,14.7
07/10/2025,255.0,14.69
07/10/2025,265.0,14.67
07/10/2025,266.0,14.67
07/10/2025,267.0,14.67
07/10/2025,272.0,14.65
07/10/2025,281.0,14.63
07/10/2025,289.0,14.6
07/10/2025,296.0,14.59
07/10/2025,297.0,14.58
07/10/2025,300.0,14.58
07/10/2025,309.0,14.55
07/10/2025,314.0,14.53
07/10/2025,325.0,14.5
07/10/2025,328.0,14.49
07/10/2025,329.0,14.49
07/10/2025,330.0,14.48
07/10/2025,343.0,14.45
07/10/2025,344.0,14.44
07/10/2025,350.0,14.42
07/10/2025,358.0,14.4
07/10/2025,359.0,14.39
07/10/2025,360.0,14.39
07/10/2025,372.0,14.36
07/10/2025,388.0,14.3
07/10/2025,392.0,14.3
07/10/2025,405.0,14.26
07/10/2025,407.0,14.25
07/10/2025,408.0,14.25
07/10/2025,419.0,14.22
07/10/2025,420.0,14.22
07/10/2025,435.0,14.18
07/10/2025,437.0,14.17
07/10/2025,449.0,14.14
07/10/2025,450.0,14.14
07/10/2025,454.0,14.13
07/10/2025,465.0,14.1
07/10/2025,479.0,14.07
07/10/2025,482.0,14.07
07/10/2025,496.0,14.04
07/10/2025,498.0,14.03
07/10/2025,507.0,14.01
07/10/2025,510.0,14.01
07/10/2025,540.0,13.95
07/10/2025,541.0,13.95
07/10/2025,554.0,13.92
07/10/2025,570.0,13.89
07/10/2025,587.0,13.85
07/10/2025,601.0,13.83
07/10/2025,617.0,13.8
07/10/2025,630.0,13.78
07/10/2025,632.0,13.77
07/10/2025,660.0,13.73
07/10/2025,664.0,13.72
07/10/2025,678.0,13.71
07/10/2025,680.0,13.7
07/10/2025,692.0,13.69
07/10/2025,708.0,13.67
07/10/2025,715.0,13.67
07/10/2025,720.0,13.66
07/10/2025,724.0,13.66
07/10/2025,736.0,13.64
07/10/2025,750.0,13.62
07/10/2025,770.0,13.6
07/10/2025,780.0,13.58
07/10/2025,799.0,13.56
07/10/2025,811.0,13.54
07/10/2025,818.0,13.54
07/10/2025,840.0,13.52
07/10/2025,861.0,13.51
07/10/2025,870.0,13.5
07/10/2025,890.0,13.49
07/10/2025,902.0,13.49
07/10/2025,909.0,13.48
07/10/2025,930.0,13.48
07/10/2025,951.0,13.48
07/10/2025,960.0,13.47
07/10/2025,990.0,13.47
07/10/2025,1000.0,13.47
07/10/2025,1021.0,13.47
07/10/2025,1043.0,13.47
07/10/2025,1050.0,13.47
07/10/2025,1080.0,13.47
07/10/2025,1091.0,13.48
07/10/2025,1112.0,13.47
07/10/2025,1136.0,13.47
07/10/2025,1141.0,13.47
07/10/2025,1170.0,13.46
07/10/2025,1183.0,13.46
07/10/2025,1200.0,13.47
07/10/2025,1227.0,13.47
07/10/2025,1273.0,13.49
07/10/2025,1316.0,13.51
07/10/2025,1364.0,13.54
07/10/2025,1394.0,13.54
07/10/2025,1408.0,13.54
07/10/2025,1441.0,13.55
07/10/2025,1455.0,13.55
07/10/2025,1501.0,13.57
07/10/2025,1548.0,13.58
07/10/2025,1592.0,13.59
07/10/2025,1637.0,13.6
07/10/2025,1681.0,13.62
07/10/2025,1728.0,13.63
07/10/2025,1773.0,13.64
07/10/2025,1800.0,13.65
07/10/2025,1807.0,13.65
07/10/2025,1820.0,13.65
07/10/2025,1868.0,13.67
07/10/2025,1898.0,13.68
07/10/2025,1913.0,13.69
07/10/2025,1959.0,13.7
07/10/2025,1989.0,13.71
07/10/2025,2046.0,13.72
07/10/2025,2138.0,13.75
07/10/2025,2162.0,13.75
07/10/2025,2232.0,13.77
07/10/2025,2278.0,13.78
07/10/2025,2323.0,13.78
07/10/2025,2414.0,13.79
07/10/2025,2505.0,13.79
07/10/2025,2520.0,13.8
07/10/2025,2597.0,13.8
07/10/2025,2645.0,13.8
07/10/2025,2688.0,13.8
07/10/2025,2778.0,13.8
07/10/2025,2869.0,13.8
07/10/2025,2880.0,13.8
07/10/2025,2962.0,13.8
07/10/2025,3009.0,13.8
07/10/2025,3053.0,13.8
07/10/2025,3142.0,13.8
07/10/2025,3234.0,13.8
07/10/2025,3240.0,13.8
07/10/2025,3327.0,13.8
07/10/2025,3374.0,13.8
07/10/2025,3418.0,13.79
07/10/2025,3507.0,13.78
07/10/2025,3599.0,13.77
07/10/2025,3600.0,13.77
07/10/2025,3692.0,13.76
07/10/2025,3739.0,13.76
07/10/2025,3783.0,13.76
07/10/2025,3873.0,13.75
07/10/2025,3961.0,13.74
07/10/2025,3965.0,13.74
07/10/2025,4059.0,13.73
07/10/2025,4105.0,13.73
07/10/2025,4152.0,13.72
07/10/2025,4238.0,13.7
07/10/2025,4320.0,13.69
07/10/2025,4332.0,13.69
07/10/2025,4423.0,13.67
07/10/2025,4472.0,13.66
07/10/2025,4514.0,13.66
07/10/2025,4605.0,13.65
07/10/2025,4682.0,13.65
07/10/2025,4696.0,13.65
07/10/2025,4788.0,13.64
07/10/2025,4836.0,13.64
07/10/2025,4879.0,13.64
07/10/2025,4969.0,13.63
07/10/2025,5040.0,13.63
