data;split;metodo;RMSE;MAE;MAPE_%
2025-11-24;test;B-Spline (Ridge);0,03125171849429077;0,024810055240120386;0,17823750551099843
2025-11-24;test;NSS+L-BFGS-B;0,13188394295479078;0,1075275819982833;0,768163564459387
2025-11-24;test;GA→NSS+L-BFGS-B;0,13178839531135594;0,1073307910803303;0,7666569910469987
2025-11-25;test;CubicSpline;0,005115405071765104;0,0037612217945071163;0,027450597174941097
2025-11-25;test;B-Spline (Ridge);0,03238460228385482;0,025516516218578984;0,18345362720832414
2025-11-25;test;NSS+L-BFGS-B;0,13452179440451453;0,10984642778111316;0,7877585850409686
2025-11-25;test;GA→NSS+L-BFGS-B;0,13447098446417716;0,10978786266849194;0,7873134592603992
2025-11-26;test;CubicSpline;0,005212397396487352;0,003746685353544008;0,02737624036078519
2025-11-26;test;B-Spline (Ridge);0,03172419329962601;0,02539888300322948;0,18342218243334824
2025-11-26;test;NSS+L-BFGS-B;0,13306886419278402;0,10885795171317293;0,7805534946913676
2025-11-26;test;GA→NSS+L-BFGS-B;0,13297621963754563;0,10856867475733704;0,778267483733126
2025-11-27;test;CubicSpline;0,005493955231141401;0,003892162762225712;0,028373207514530926
2025-11-27;test;B-Spline (Ridge);0,03246947187679516;0,02584441354279629;0,18661507160286975
2025-11-27;test;NSS+L-BFGS-B;0,1277577405550476;0,10494437706823652;0,753122515258987
2025-11-27;test;GA→NSS+L-BFGS-B;0,12773737196821475;0,10490482420565149;0,7528230248216462
2025-11-28;test;CubicSpline;0,005088337908210605;0,003536246873327154;0,02574964257446844
2025-11-28;test;B-Spline (Ridge);0,02994368311797789;0,023634210115723742;0,17064082298048752
2025-11-28;test;NSS+L-BFGS-B;0,12024959276713745;0,09889175432305289;0,7106808269506184
2025-11-28;test;GA→NSS+L-BFGS-B;0,12022593304872668;0,09881770655917863;0,710095049203258
2025-12-01;test;CubicSpline;0,005425681418272726;0,003793825477593489;0,027862662673668017
2025-12-01;test;B-Spline (Ridge);0,029384626942167157;0,02294822291199011;0,16536207950109183
2025-12-01;test;NSS+L-BFGS-B;0,11949587766536822;0,09735548833232267;0,6978920567790199
2025-12-01;test;GA→NSS+L-BFGS-B;0,11933409694987841;0,09695937486275132;0,6947934437345845
2025-12-02;test;CubicSpline;0,004627669996745848;0,0032313032087956215;0,02364248696199921
2025-12-02;test;B-Spline (Ridge);0,0281735347130166;0,022118396271682054;0,1597190198766159
2025-12-02;test;NSS+L-BFGS-B;0,11938924777927794;0,09741814009537564;0,7024457938465591
2025-12-02;test;GA→NSS+L-BFGS-B;0,11931792499287938;0,09726813680004717;0,7012956834620777
2025-12-03;test;CubicSpline;0,005468214638688674;0,0038094179771527635;0,02795193028171991
2025-12-03;test;B-Spline (Ridge);0,027310902477716607;0,02115774292299624;0,15181509011490482
2025-12-03;test;NSS+L-BFGS-B;0,11933316772014163;0,09780787976932633;0,7041946213058449
2025-12-03;test;GA→NSS+L-BFGS-B;0,11954429317007459;0,09800352553309531;0,7056371398760183
2025-12-04;test;CubicSpline;0,0061993100693052096;0,004098693635774159;0,03011964457010378
2025-12-04;test;B-Spline (Ridge);0,02759534780684964;0,021369982946572507;0,15397156324959332
2025-12-04;test;NSS+L-BFGS-B;0,12087439385278038;0,09805611566479794;0,7069632442913711
2025-12-04;test;GA→NSS+L-BFGS-B;0,12104849483214476;0,098427154116589;0,7098141707751418
2025-12-05;test;CubicSpline;0,0052963657309701715;0,0037131543342910143;0,026651366107627385
2025-12-05;test;B-Spline (Ridge);0,023413918493470715;0,018049345798077383;0,12805054617004955
2025-12-05;test;NSS+L-BFGS-B;0,09998128472926836;0,08187814741851342;0,5791240546528477
2025-12-05;test;GA→NSS+L-BFGS-B;0,09956038860963537;0,08144387234240244;0,575986296691681
2025-12-08;test;CubicSpline;0,005653823596327328;0,004035103003989878;0,02895651005732287
2025-12-08;test;B-Spline (Ridge);0,024120502110097912;0,018486640112350985;0,13170176815308077
2025-12-08;test;NSS+L-BFGS-B;0,10582491847366739;0,08560178912369276;0,6066713098965834
2025-12-08;test;GA→NSS+L-BFGS-B;0,10527586476168738;0,08503796836296845;0,6025623978925035
2025-12-09;test;CubicSpline;0,0052435007349965436;0,003851626105502028;0,027508772360843693
2025-12-09;test;B-Spline (Ridge);0,026726313498012785;0,020923562476236772;0,14941508940946535
2025-12-09;test;NSS+L-BFGS-B;0,1080405259734438;0,08708327483652759;0,617468750188285
2025-12-09;test;GA→NSS+L-BFGS-B;0,10856119231954846;0,08754508072822212;0,620798999211717
2025-12-10;test;CubicSpline;0,005643426537399175;0,004139274014652289;0,029669114158004606
