dias_uteis;media_global_obs;dp_entre_dias_obs;media_global_CubicSpline;dp_entre_dias_CubicSpline;media_global_B_Spline_(Ridge);dp_entre_dias_B_Spline_(Ridge);media_global_NSSplusL_BFGS_B;dp_entre_dias_NSSplusL_BFGS_B;media_global_GAtoNSSplusL_BFGS_B;dp_entre_dias_GAtoNSSplusL_BFGS_B
89;14,866355830773172;0,026422353125231807;14,867473272242613;0,027097638967226965;14,856632686351015;0,04960121837356266;14,841884460585959;0,06057661217005642;14,842100013276738;0,06077916707798052
90;14,865189132104469;0,02726095049076263;14,866360389522567;0,027797850829235193;14,855102633568682;0,050403917279037494;14,83760994426529;0,06116663514155728;14,837822290568909;0,06136511055193658
91;14,864404255466765;0,027744966206361597;14,865226970319044;0,028501275148787503;14,853554847562748;0,05120443871779392;14,833343342040338;0,06175649958598277;14,833552488433474;0,06195092930941941
92;14,863262459986252;0,028583656845052385;14,864072974319688;0,029207261794831782;14,851989401177498;0,05200278639132352;14,829084642875344;0,06234615494957832;14,829290595845926;0,06253657239233215
93;14,862193296846524;0,029526033764729957;14,862898361212148;0,029915172659660177;14,850406367257246;0,052798964164641596;14,824833835747762;0,06293555289248023;14,825036601794931;0,06312199104453631
94;14,861184669273381;0,03010429669405442;14,861703090684076;0,030624390570943356;14,848805818646293;0,053592976063628624;14,820590909648297;0,06352464716675002;14,820790495282298;0,0637071386004195
95;14,860324275187178;0,03054471768101547;14,860487122423105;0,03133432806729901;14,847187828188945;0,05438482626224686;14,816355853580852;0,06411339352906327;14,816552265323002;0,06429197039278968
96;14,859234330409738;0,03114972873656524;14,859250416116906;0,03204443606915008;14,845552468729501;0,05517451906064397;14,812128656562543;0,06470174963251539;14,81232190094512;0,06487644366139601
97;14,858341995817804;0,031561082079329186;14,857992931453117;0,032754212508743934;14,84389981311228;0,055962058874075814;14,807909307623639;0,06528967495657749;14,808099391189847;0,06546051745751631
98;14,857080997631401;0,03214489653518629;14,856714628057494;0,03346321080152799;14,842229934181566;0,05674745023909527;14,803697795807617;0,06587713069993736;14,803884725111491;0,0660441525616702
99;14,855605425712282;0,03308964744336794;14,855415441700751;0,03417103876924784;14,840542904781676;0,05753069777829231;14,799494110171059;0,06646407972129438;14,799677891777419;0,06662731140984128
100;14,85437937130074;0,033885183145580124;14,854095222522627;0,03487733432752844;14,838838797756926;0,05831180620814277;14,795298239783737;0,0670504864429577;14,795478880268087;0,0672099580093204
