data;obs_DU3465;obs_DU3717;obs_DU3969;obs_DU5000;CubicSpline_DU3465;CubicSpline_DU3717;CubicSpline_DU3969;CubicSpline_DU5000;B_Spline_(Ridge)_DU3465;B_Spline_(Ridge)_DU3717;B_Spline_(Ridge)_DU3969;B_Spline_(Ridge)_DU5000;NSSplusL_BFGS_B_DU3465;NSSplusL_BFGS_B_DU3717;NSSplusL_BFGS_B_DU3969;NSSplusL_BFGS_B_DU5000;GAtoNSSplusL_BFGS_B_DU3465;GAtoNSSplusL_BFGS_B_DU3717;GAtoNSSplusL_BFGS_B_DU3969;GAtoNSSplusL_BFGS_B_DU5000
2025-12-08;13,477826086956522;13,45;13,45;13,32;13,47748554341405;13,467661646294538;13,500127783230202;14,901935429224395;13,476838417050446;13,422540167753848;13,298447683026735;11,46026259721567;13,458573111513362;13,378760352303809;13,276902119010959;12,692431770795292;13,453763743118191;13,370067444298757;13,263541922607239;12,653252570975829
2025-12-09;13,517717391304348;13,490681818181818;13,48;13,37;13,517689237764722;13,497823466618561;13,538487793656504;15,516814748573667;13,515977480932579;13,418179764721492;13,205365673476138;10,22503947865435;13,500371533831423;13,417253414397194;13,31195038495318;12,715895072151806;13,502475895644398;13,421141976741188;13,317970425538107;12,73342260569278
2025-12-10;13,617608695652173;13,6;13,587428571428571;13,48;13,618068901187112;13,600317599909532;13,645338538162774;15,70413574789249;13,617451264873418;13,5494227675105;13,410313988671598;11,557595702946806;13,584023093061923;13,490640210603289;13,374710669988655;12,735064532919502;13,587019956357732;13,496437576020172;13,383908230230203;12,76335673012268
2025-12-11;13,5275;13,500227272727273;13,49;13,4;13,526341819487984;13,507794833864716;13,55144336159974;15,583003928463546;13,52597604614899;13,464160315839036;13,343691665049628;11,818095200170568;13,505968711934232;13,420021092199999;13,311821896626304;12,70416019885103;13,507985916662541;13,423074515397849;13,316028185522242;12,713873786506275
2025-12-12;13,407391304347826;13,39;13,37;13,28;13,406515064805488;13,386508865332797;13,429575329187896;15,480458990073911;13,405128588903908;13,32030072068595;13,145235476842702;10,8168587385095;13,38976516120563;13,305776486249716;13,199473883352878;12,601002764560674;13,390382403538329;13,306524703471272;13,20030403747978;12,601621508771052
2025-12-15;13,347065217391304;13,329666666666666;13,32;13,23;13,346368078821323;13,324165681440595;13,337843070954477;14,452794539213883;13,345748275938131;13,295075839815906;13,211778270526771;12,363708956481544;13,321527150151821;13,229746111952561;13,115024471308386;12,477380638626272;13,322762486797991;13,23239714041359;13,119411129026515;12,491706775121907
2025-12-16;13,453913043478261;13,429555555555556;13,42;13,33;13,457411950055887;13,440949298736797;13,488951832284641;15,583638591242531;13,456262998025423;13,380823210795961;13,221996298318816;11,04359745569884;13,420338719318135;13,324148080697316;13,205662560847625;12,560777168305524;13,411901191085539;13,308161049264971;13,18046087532052;12,482951829605716
2025-12-17;13,676847826086956;13,65;13,64;13,567843137254902;13,6761238074841;13,655123617461262;13,67700072676261;15,02620244344824;13,674957521599023;13,610403132364732;13,486924345336318;11,927229404336225;13,64113787777772;13,54232761051464;13,421103407385342;12,762389956795834;13,637537329043145;13,535426590599476;13,410176654235181;12,728618108032768
2025-12-18;13,693478260869565;13,66;13,65;13,59;13,696348101950859;13,68032569221716;13,742608875356417;16,29270822635471;13,694402277452758;13,599367391799131;13,39190665655603;10,45909993490718;13,656602504129914;13,558736619474391;13,438015486794557;12,77619981477842;13,66395424079494;13,572590463726582;13,459722930608736;12,841547471054735
2025-12-19;13,616630434782609;13,59;13,58;13,52;13,615662583195244;13,593413103701344;13,605396078429207;14,655552504354043;13,613837368578762;13,544270711515997;13,412693084052984;11,793612169149101;13,581154943934425;13,484864948927052;13,36591126104823;12,714675276971318;13,576993014129036;13,476879858339215;13,353285923782558;12,676024892146085
2025-12-22;13,716304347826087;13,69;13,68;13,61;13,716531576386169;13,694950490109019;13,69989336609584;14,490572386855542;13,714433016347975;13,645508515506698;13,512641361989287;11,837720347112754;13,673082493445675;13,571680327144717;13,447418393499948;12,773067241695339;13,674758286841598;13,575079035039488;13,452939999379753;12,790866242546617
2025-12-23;13,672391304347826;13,648777777777779;13,636190476190476;13,57;13,675113652862674;13,659326422557573;13,720038534922685;16,18558089585167;13,67360606155007;13,592534229858522;13,423922384804671;11,140743730028722;13,633006373085905;13,53347363344375;13,411088771537974;12,74362045082795;13,631140605607092;13,529868666427115;13,405361008316701;12,725848878688588
2025-12-26;13,621739130434783;13,59;13,58;13,53;13,624348314911385;13,608313249615817;13,683348013863197;16,61228663310903;13,623220213023393;13,5410096306994;13,37395303167024;11,169183412808296;13,580358867442222;13,47879524928651;13,3545276361847;12,684754682892011;13,576126110725438;13,470919006958095;13,342223880913606;12,647570843281073
2025-12-29;13,601086956521739;13,57;13,57;13,513650793650793;13,605920665224177;13,592670569830393;13,658863049266525;16,201923479498657;13,605980148129103;13,552880382921563;13,455805925121513;12,312452738905879;13,57899546911211;13,489471383618975;13,377755823099356;12,759706460392557;13,578928988161474;13,48949768924378;13,377844413611946;12,759605017060965
2025-12-30;13,550869565217392;13,52;13,52;13,46;13,554304670962514;13,539859049290673;13,609603141134212;16,29776561183293;13,552987839564436;13,475918630111927;13,320413616467492;11,278943059663801;13,528665165117923;13,439622664405869;13,328263827876041;12,707500513191098;13,525417667851933;13,43223789369506;13,315058662046578;12,651198744172447
